easting,northing,percent
517116,161496,67
400182,261421,80
533643,109620,70
510697,411249,18
378726,402770,101
639405,167879,42.7
361194,385879,63
583311,199546,85
267131,904446,42.7
353233,259231,96.25
438271,338599,78
587283,286865,58.3
360956,540493,63
385670,174683,58.3
242394,56125,58.3
333273,556809,37
224591,117721,86
321048,696381,94.7
362027,385723,43.7
172918,37138,97
504747,290528,97
368068,83284,90
330544,144507,90
447884,346910,42.7
378958,652971,59
274268,674613,65
321735,128074,83
324925,305918,58
479883,181239,89.734
331726,991026,42.7
354820,428864,100
315640,121675,63
328142,963409,42.7
289334,196164,31
414549,291402,97
601367,320288,75
316386,305534,98
354329,248722,84.8
404662,438883,99
240802,623258,63
422882,339340,84
592915,157187,67
371303,401993,42.7
399865,463081,73
377578,187208,63
402723,462710,50
306327,501176,83
413782,467309,80
526202,180636,61.2
393433,140537,83
333585,754998,97
322922,960725,42.7
439164,409128,42.7
444446,305092,72
388435,168055,42.8
192127,73163,88.2
419690,126242,85.7
348163,451977,24
286023,71334,99
481753,228587,67
576770,242256,65.7
321373,201139,58.3
283695,53152,78.64
592558,193059,47
367302,110148,65.7
405956,442262,78
404336,267408,42.7
421289,222682,42.7
254261,242903,90
520455,128688,90
399883,407070,68
165848,39929,96
492443,191761,85
383413,205933,63.7
571801,203458,25
437822,565137,90
409714,411246,42.7
417147,360778,42
587139,144449,98
456197,108264,63.5
195193,57838,46.2
313118,88470,63
461472,113751,73
242927,84825,64
345377,364119,47
352686,403588,58.3
460650,132042,68
528697,147771,54
626640,142869,42.7
171751,801899,73.8
429785,290329,87.3
280757,683293,42
361325,319921,62
457132,287985,83
461043,218083,14
528832,107859,79
362763,360425,86
392273,246348,50
432573,487844,80
250594,671148,84.67
388971,416049,73.2
503360,383294,97.356186
293522,247259,90
621102,167199,90
449030,486635,55
490709,506158,100
455518,204592,83.7
285134,657858,96.7
399127,351684,101
429958,556224,42.7
563353,265601,68
410262,385284,57
497321,488922,70
286311,54756,73.6
514455,121924,43.7
350231,300408,90
505478,348844,56
403665,266850,54
341968,320979,42.7
484040,215711,99
462898,241722,99
387851,391786,99
271457,147663,83
499948,266018,64
428624,458684,90
636530,279369,42.7
135303,853919,94.5
353760,516824,85
430395,531145,85
465677,477832,60
466422,421352,92.3
387281,815801,90
605096,238333,62
525614,211746,98
445135,176507,87.3
250241,845813,74.2
425304,264188,18
361405,765384,58
581131,146539,54
375943,1054137,42.7
495701,255786,54.3
379242,363462,47
420317,558146,16.3
472462,495957,90
488815,344632,87.6
605330,229311,76
386687,255168,95
376504,564592,67
478218,109371,78.2
583998,257865,43.7
329521,348026,85
468484,107293,90
647999,305104,76
343448,395918,42.7
616584,167216,46.3
334742,490687,85
259955,890509,80
423539,625175,80
81901,861091,100
389110,347853,3
369034,88103,3
304476,139609,96.25
137204,695374,18
504648,404223,57.2
627142,299850,89
466197,197110,42.7
191734,75464,26
375265,119745,86.4
446646,128021,42.7
400645,257721,75
591140,214240,45.972
530447,119634,58.3
251046,213588,37
207444,55297,87.6
175657,31584,99
357277,397310,42.7
621260,230462,94.5
292843,370055,99
524801,155986,47.2
488251,261063,42
442599,114910,98
433090,436488,71
590468,333639,32
410496,416535,79.8
536327,148427,70
412004,367358,90
418219,92108,76
335173,289156,38.5
323868,972019,101
391334,414098,86.30217
591429,201451,42.7
435437,334279,87
543110,124318,100
627924,289519,20
332229,265523,24
261921,673927,99
357715,815904,80
376762,513549,48.3
128457,724091,65
348029,638583,101
317972,203555,76
121791,935434,43.7
311454,89724,43.7
561238,152622,87.6
348366,455365,70
495105,278295,43.7
236510,72384,64
392798,414723,44.7
140135,35378,85
394670,456647,97
506106,116694,97
330204,497624,72
407733,213845,87
331330,292334,35
354730,550903,65
437316,1114069,83
358963,406056,87
538013,187988,42.7
439761,1138300,75
429427,1178359,10
423349,403477,87
519682,184104,90
223768,57249,90
401071,90491,90
457856,193866,51.2761
577017,259784,73
351055,254043,67.3
435070,233237,90
393136,315743,42.7
435653,283058,89
477778,294439,87
393983,302650,42.7
574031,188781,44.8
444849,313755,63
215377,327931,85.7
367604,250129,7
351767,191723,86
294174,91858,58.3
338473,735020,80
224220,676646,97
365074,250508,42.7
490211,246057,98.8
425025,512991,98.8
328896,552043,64
278917,757955,48
442488,196010,42.7
406029,92056,56
530429,368897,50
429798,534932,74
391390,162090,87.6
317342,530509,64.3
376340,193757,53
290673,339673,52.6
362660,421424,52.6
347545,286241,98.3
191128,60181,52.6
249754,72897,64.3
295533,124842,78
463714,180566,93
541197,385178,98.9
326415,524543,37
346562,258102,82.4
354765,633963,94.5
486629,172740,88.2
529620,173960,42.7
480418,140297,32
446264,292646,84
397583,113696,42.7
411189,185353,85
331748,297502,96
345516,577908,64
383148,413232,80
388550,825919,98
436037,541404,80
347782,404769,42.7
484612,378774,42.7
312135,169653,8
348152,481043,80
570397,135902,98
468085,214243,77
398635,97244,94.5
478856,438283,30
335207,110170,43.7
496546,277168,95
615835,139871,75
431970,383837,73
392610,478202,99
373362,436440,42.7
412719,240992,90
316598,674546,84.7
439245,401498,34
388200,297869,80
352093,407294,42.7
374588,586391,67
433212,301422,58.3
422305,601809,14
370490,289066,54
354818,485603,78
509186,432815,42.8
604755,275832,73
488710,196841,93
326067,936186,86.94
485252,443119,68.5
305905,643213,42.7
455083,411187,78
244350,245296,93
179389,208387,84
433640,537403,82.7
551177,236354,42.7
330166,192972,90
596034,243667,43
565194,166093,42.7
356709,155958,75
603935,226466,82.5
514077,291547,97.3
141202,853039,42.7
426700,417225,95
381062,367108,30
419349,412737,87.6
351242,385274,83.7
465617,484750,97.356186
449565,460720,96.25
474124,259004,99
355646,356956,48
295174,693842,60
400597,264464,43.7
171292,772109,65
563809,112126,42.7
385268,546157,76
256290,834550,97
428286,106514,85
383334,422415,84.6
420002,174365,38
379280,424636,78
547932,142315,75
353791,634159,88
315484,200147,49.7
298549,680554,42.7
304053,343415,96.25
498151,172094,43.7
308478,605311,42.7
218205,688576,47
370951,761061,20
190241,39970,97.9
348026,101325,47.2
533522,122264,92
467466,454220,87
256608,194489,79.5
248391,657639,42.7
164223,824211,73
242325,52126,58.3
350592,135348,58.3
337818,1024699,39
419325,213078,91
282664,55620,47
509587,320195,10
258186,206069,14
605349,168038,42.7
106443,747950,38
394694,855164,43
448694,129124,87.3
427787,480422,76
446952,401654,96.25
367217,316783,63
524443,237383,42.7
354015,407308,53
339263,281721,90
303285,506529,80
212792,200873,10.8
424354,458986,42.7
290134,695378,37
340261,500410,98
394430,424107,85.63275
236901,94715,101
370997,756455,85
418905,169197,67.5
549560,155107,88.2
359463,122384,85
338765,393335,42.7
336953,357371,97.3
584000,136612,67
393617,182680,58.3
426946,542630,47.3
465308,451869,77
328176,198903,78
265589,548476,80
481590,301211,83
197560,222978,14
631163,275223,42.7
325800,961394,95
326262,513694,83
329789,187421,86
451318,113016,93
335471,864829,82.7
229695,56617,47
437138,1113900,65
406842,460728,72
408736,229385,58.3
362773,101305,80
381546,401921,67.314
611773,293823,23
375499,321137,75.8
504548,241569,84
426839,579239,60
338172,256234,42.7
257823,210909,47.38
360403,307061,75
375696,290191,42.7
330383,367986,93.245
352618,117620,62
381483,834090,47
373914,637227,10
469490,456849,90
430419,316161,71
537312,189249,90
359267,231951,67
330776,393548,68
438501,235193,70
457277,162268,87
624708,315175,94.5
318775,551702,90
425808,216892,42.7
206214,209013,76
457286,450788,63
500302,415348,93
312802,351034,74
367872,345018,75
433974,86791,78
392572,847979,42.7
575691,233344,14
448705,110319,95
399894,262552,101
408470,296113,64
294283,104475,43
464375,313312,43
379643,131989,76
357032,812212,87
384619,830434,63
343302,142221,97
522193,167333,61.54
343618,434185,47
348974,413322,95
335539,311696,83
318933,745735,67
310428,205398,42.7
454735,1197050,101
479699,305919,42.7
333260,441194,57
356661,1036213,43.7
604955,300283,82
384738,348458,92
317970,297557,87
625244,321803,55
256175,593306,99
618481,241944,98
522531,159391,67
302790,176065,43
333120,433188,79
555465,114643,89
385923,205860,85
513046,178610,71
583473,244641,42.9
391723,373741,67
275415,196523,42.7
366257,339780,64.084
432213,474537,85
425979,523621,74.6
438906,551310,45.8
433821,227310,37.4862
473284,483191,100
592270,306171,42.7
437048,438776,73.6
252931,93649,42.7
367494,426728,85
477690,448994,65.3
317932,672778,101
470937,486275,67
372871,119458,101
342604,558359,90
389541,297698,84
442676,178472,73
418860,436927,70
630736,268056,58.3
566623,193779,17
303390,741600,63
347906,854550,43.7
319728,130136,68.3
344541,669055,54
363734,332201,82
380758,472695,42.7
355165,863911,67.9
402785,326084,27.3
259963,858461,88.4
373976,273137,85.7
346501,266172,99
416437,188343,76
377294,401514,58.3
325387,386026,100
376206,367327,101
245204,258027,46.2
377004,240460,75
329670,186092,90
328460,858768,38
419701,431225,82
619479,155647,35
530455,189324,83
469064,180170,42.7
402432,155594,97
517964,439222,84.8
488836,126433,98
254742,659936,14
355474,196217,47.2
415985,286634,70
380422,213075,80
376039,513132,96.4
566203,307968,58
350048,314724,56
404273,104721,83
458450,215815,38
336354,414401,66
490893,226845,37
359281,170091,74
280275,846950,43
331136,658729,60
367377,133497,63
642240,249934,85
260008,280895,5
503860,210208,68
135309,921566,50
298514,237420,85
388304,446771,64
622596,221941,68
537100,163965,38
495230,415029,92.5
613691,238287,98
416284,524262,43.7
379230,410750,90
584612,212174,20
258863,611387,42.7
313449,482745,26
638863,258846,14
345772,375585,14
297602,515802,98.6
489322,479437,62
566575,119413,42.7
417191,580011,63
245118,59908,101
342957,302842,76
336358,236748,63
421251,420882,87
131427,840888,85
311059,139418,63
592822,149174,63
504729,183398,42.7
241957,816842,87
318030,960659,58.3
543007,153245,63
333998,391504,86.6
509738,324011,58.3
355177,348482,58.3
390313,105627,58.3
388748,360086,58.3
403713,214659,58.3
257181,61563,58.3
403830,179374,58.3
354812,205434,42.7
165748,45322,90
443603,198695,47
435060,380600,73
390354,263806,87
437228,406911,83
387209,422254,87.9
305992,176579,73
545365,199050,74
495962,143429,99
538035,263563,72
307948,139461,90
313727,113280,96
492758,263694,42.7
493067,121946,82
416557,623716,85.4
384134,345907,42.7
389155,351338,68
417674,182944,56.988777
290516,134935,84
485055,237348,82.8
381937,121058,37
503121,486551,90
543796,232946,90
562901,311960,90
436885,310753,64
505116,320930,56.6
397657,298748,42
315100,178886,42.7
463901,389514,94.38
395167,287506,62.8
212285,68757,48.71
618614,281984,27.8
372988,86547,25
421006,558876,76
245456,563522,42
352233,271155,42.7
471711,235743,42
277222,356007,87
303830,763807,14
379069,166891,63
496371,200934,87
391672,224880,90
304071,229239,43.7
346699,136949,90
394211,400692,82.73
493019,393275,85
513974,170576,85
210397,235065,87
273133,669455,87
420108,553935,75
620636,150045,98
319793,674382,80
345175,420646,89
235474,623723,43.7
387564,386568,83
357823,390253,90
503167,439716,45
423650,416490,72
374049,194425,78
249437,53833,87.5
470351,349900,79
328804,278980,84.1
299046,525269,42.7
194029,53980,87
331355,137352,67
634403,330842,98
389648,394393,78
392180,173257,87
435816,513440,82
386689,296118,96
454230,270345,79
332046,403535,43.7
430552,385413,78
326375,693172,84
310972,172960,78
564449,324095,43.7
415007,434740,43.7
234027,102630,73
344687,261425,96
368345,134897,60
539259,195763,82.8
360361,269316,78
431464,433552,78
444844,165442,82.7
457676,78072,65
235202,621768,78
477484,262832,88
627320,263456,55
445474,394203,60
215010,901896,42.7
438227,383826,85
328488,703852,42.7
351563,684045,43.7
383393,440092,83
388923,228126,85
412908,581452,73.6
503833,138993,96.25
420678,453878,95
521768,214306,43
377446,840762,34
520486,335088,14
376032,400637,92.8
393001,160762,78
438148,153460,48.6
502461,326743,48.3
493226,402525,53
510806,198483,71
390297,89697,75
495783,143522,72
383651,264537,99.9
398196,99933,64
516132,167102,42.7
335990,264581,74.3
543803,100497,98
402999,187176,74
476183,300949,57
331790,439952,43.7
353072,311938,47.8
343941,349166,90
381472,210297,83.7
366503,850250,53
395594,373695,29
596876,146661,14
508310,158009,47
426457,427818,85
298607,578615,53
378299,508705,90
494847,380867,42.7
447451,201103,53
421219,328863,43.7
338307,204170,65
373286,411079,78
397680,355763,68.94
478727,198749,89
341554,308549,84
423095,552853,99
395143,259650,32
345668,536508,72.9
383195,164805,95
514709,198936,43.7
388468,315101,14
631457,327362,82.3
445581,429759,80
351496,122033,80
351280,418784,98
418520,371540,43.7
284265,102647,51
534734,203424,53
188102,733446,66
530035,219399,53
368319,310641,75
334628,738920,99
610004,141961,99
411565,555801,30
549907,120569,88.2
634798,330325,43.7
388518,267472,90
575607,296960,93.86
258427,146656,95.78
372978,516168,90
433915,536145,82.7
439060,326219,87
265107,128855,92
236589,634439,14
473408,321993,82
431093,344993,42.7
264031,667544,97.9899
222300,91607,94.5
433114,386753,42.7
438474,374935,80
346783,245510,37.354
362171,534793,68
367037,270304,95.78
437260,185101,75
263736,202719,73.5
413496,323771,47.2
496370,198483,93.4567
445351,1147197,98
627274,331140,78
369231,273360,67
546275,112206,94.3
576946,273118,43.7
499229,216369,85
518300,260264,94.5
539932,101292,42.7
545959,192024,47
616824,224944,73.6
397574,285528,74.87
432740,316613,56
400060,407480,83
560845,205969,47.3
348871,418697,14
398329,226869,98.18
384878,125648,90
367618,303455,42.7
494999,296147,34
433028,276740,14
465085,365631,98
211784,681552,67.4
499381,334168,65
541528,193990,42.7
258947,300751,88.7
454910,341428,63
356962,339747,43.7
558537,126961,73
464483,335381,72.4
339978,190483,42.7
299819,576194,14
380999,456931,100
161725,39728,95
111463,932163,47
335165,320997,76
312071,241778,78
341625,715259,78
445089,1175128,62.9
495526,442358,86
341225,732122,87.2
299889,294778,80
398904,251324,42.7
230927,386622,98
416724,499790,86
249429,71609,42.7
582667,248033,83
296852,146213,95.6
437095,290905,85
362365,290310,75
339282,384833,75
388839,301476,98
353329,625068,95
329903,939392,73
186825,61259,70
341158,225755,78.2
364341,354403,87.3
398441,295812,93.7
530624,340900,42.7
365359,294075,63
463392,160058,75
638640,252213,87
429719,433916,60
591164,161346,98
424628,559844,73.5
607886,338751,87.9
622975,247882,93
279487,356532,43.7
243113,349809,93.4567
312850,132484,48
381353,292821,4.3
196503,72196,90
264217,284062,32
508331,265240,42.7
443439,1147081,67
631237,292730,97.3
416684,529171,90
387912,303226,73.6
427715,148901,63
351155,673874,86
331885,992772,90
340193,529447,76
501520,483586,14
282192,70008,69
576469,263470,42.7
286796,717031,73.4
431253,563472,65
383772,179122,95
277886,866218,23
383964,421987,42.7
310691,725836,74
331971,137630,80
265398,675372,66
511363,185615,73
355624,163644,84.9
527105,176161,24.6
379135,801393,82.8
445018,374723,45
270525,344459,75
340572,348049,63
387376,480264,52
345289,165827,82.7
389595,348821,78.3
269082,670882,68
416172,96084,97.356186
534103,166010,83.7
343110,708135,42.7
395257,805090,72
360703,137654,70
280850,207514,90
336889,550056,90
450525,169502,92.7
461140,116581,92.7
362528,494249,65
325057,316467,92.7
227225,86631,76
422454,161739,90
342315,551592,65
458214,222359,76
361771,352514,42.7
351054,522117,83
594418,275410,67
477616,114805,58.3
362484,399933,43
528384,408218,79
474429,233697,99
451935,172538,42.7
402550,168360,86.7
627343,260367,38
321782,737738,43.3
250300,672708,90
397446,114358,95
167728,30762,42.7
198154,710537,100
381247,319962,95
436078,350838,67
289238,196469,96
332272,262629,89
408247,291177,42.7
590393,165073,58.3
379501,514619,90
428759,265847,56.3
284719,594563,43.7
232999,730298,69
559578,230783,73
559276,282290,26.5
208910,553141,23.7
201540,58878,23.7
621984,300949,60
276547,190056,93
429740,394934,67
265175,195972,42.7
366270,172228,50
322159,673758,72.4
415175,375686,87
370045,112590,87
542479,260354,97.68
527727,243902,38
525930,202132,27.45
451232,459813,48
306559,725331,63.452
480820,135557,73
302019,104433,67.546
625173,325778,50
401767,185670,69
630182,255708,42.7
251411,138931,0.4
93972,743393,95
484014,122335,43.7
350467,241101,58.3
596060,332344,43
586139,124190,50
436596,365327,42.7
237649,830382,42.7
505624,342804,65
447684,412776,72.8
544706,208750,67
429145,342644,90
541242,164528,90
174183,43095,42.7
339842,99723,82.8
550012,316624,42.7
222051,934451,93.2
323072,677141,95
452697,90392,94
599283,330910,69
607124,144330,87
529899,228601,83
366797,282732,98
368325,167338,98
488615,184994,56.3
484949,188255,72
428128,581442,35
427703,316598,42.7
633322,146043,101
404040,367608,57.8
441893,538090,43.5
368654,261212,85
331666,128013,98
173902,717041,42.7
470081,353928,64
252799,243473,42.7
195775,202708,97.5
438607,417378,43.7
472186,367096,82.3
241153,58846,73
539611,217064,80
264458,672361,58
197899,621368,67.5
253754,118201,88.2
329468,353977,90
584422,243108,80
493292,303341,64
553733,200076,42.7
362232,294258,48.3
399801,302091,65
519660,166212,99
438073,187972,85
120229,653399,64
332196,428907,90
393746,424773,58.3
277375,58683,82
352718,239523,42.7
177969,677582,95
375410,427435,58.3
144159,34681,17
326595,968259,89.3
364877,405600,78
428398,160110,42.7
434357,428231,65
224373,675314,42.7
531951,172832,47
503663,310892,90
464715,426075,101
509883,203767,43.7
306327,745847,96
616359,338343,101
324772,215106,86.4
395537,242259,100
552100,239513,38
436243,147945,65
403688,387050,84
400980,151073,43.7
135681,25333,80
291228,301779,42.7
376500,122830,82.17
554532,167103,89.3
441077,400844,90
441372,486259,99.9
544840,212174,42.7
305347,370854,98
438254,482011,76.3
603088,141922,75
292997,139130,83
585635,140065,58
511087,256696,86
437181,371820,32.639
569606,167165,72
460332,268869,98
349236,241852,47.5
340860,319711,80
443572,168581,87
502926,181530,87
392034,306612,57
533452,187486,18.8
335458,345906,26.2
350515,393160,90
356253,257449,65
507072,448433,96.25
372959,855009,47.1
325228,574563,67.3
347393,136917,90
251668,695533,42.7
433083,440137,43
587437,150036,97
246305,221480,56.7
276652,849940,22
248600,255950,83.4
415335,187159,37
386985,491856,82.7
513947,198457,70
427405,357505,87
613520,328395,42.7
528068,211485,72.4
343649,724666,82.8
510157,166294,54.8
442523,270231,56
424245,422831,76
495046,352203,42.7
511977,109770,56.3
421357,432600,43.6
563714,257550,43.6
365297,392633,42
627708,150439,42
452248,202249,43.7
373207,336424,98
233599,642928,65.8
545558,110265,42.7
353044,251146,43.7
234699,83490,67
325865,729328,63
377001,283392,95
408962,100913,77
192798,71035,53.2
373695,147560,61.8
252005,366737,83
288758,60750,42.7
324202,670659,92
413865,418578,47.2
249243,354485,97.5
267655,858037,75
212000,81171,83.2
455086,425031,42.7
413709,250108,53.8
385565,441733,83
397964,247270,90
156077,753649,91.2
528893,104731,98.231
502803,283606,99
354213,337819,86.9
443276,158936,93
442961,383381,97
407552,346992,68.3
457690,116392,97
428319,113731,94.5
350360,430240,64
526273,192074,42.7
318808,673240,76
529700,188509,10
447895,369586,73
543959,257688,94.5
386921,376719,42.7
435965,553042,56
554245,114386,92.7
448991,119001,57.6
331913,972387,47.3
616655,218820,36.2
395685,172911,76
345480,141653,43.7
516938,437502,83
302906,334188,42.7
328725,958428,42.7
637952,304149,52.1
535562,187349,57.2
310418,169460,85
501803,151997,90
512611,155100,90
266310,196225,42.7
190653,45947,78
369871,618450,97
385605,456164,76
383844,348514,76.35
259460,131244,90
290063,573785,46
465842,408848,80
424928,605967,86
480469,254294,101
410376,129937,51.7
417152,500992,42.7
202894,210394,67
423758,263433,81
592435,144538,67.325
155458,31260,47
305301,504720,82.73
542867,207986,67.9
315191,129503,98
363515,122566,27
352874,495717,94.5
249334,663016,59
491895,118710,86.1
500457,174004,79
335729,153289,66
340238,296702,98
260151,659116,37.8
433183,1152254,97.356186
398392,124224,85.7
480244,264379,42.7
498370,202233,43.7
347947,193650,90
517600,285887,42.7
484423,206169,93
555358,218590,87.9
304002,864446,85
604902,290491,101
405423,561307,75
355578,382006,87
519222,126023,73
365913,197864,86
377673,293627,65
199317,894464,67.8
463574,337614,56
644235,269206,66
336011,396752,67
390609,814901,51
384060,158471,41.7
642767,266791,83.7
416919,623004,50
540660,255752,83
334558,672698,86.4
75214,875880,50
287763,241376,100
354841,255072,47
76622,817888,68
350997,254740,90
376619,428350,98.5
405428,863027,95
548560,220899,43
208936,59083,14
272533,145093,42.7
562529,289152,42
494135,336171,78.56
609136,223304,3.14159
524514,172919,87
624979,243061,98.23
344540,259472,47.8
325221,1018801,98
438927,468182,42.7
342675,721050,76.392
437584,391523,48
391851,275242,67
354364,157244,80
211025,215452,42.7
229644,105792,79
560677,207879,93
354227,710000,56
393592,293036,97
377755,558469,96.2
403576,422881,99
209919,73253,68.672
323891,181595,58.3
592401,281492,80
221325,910577,65
342803,751441,72
501798,322498,42.7
439076,465019,47.8
315106,199874,72
428104,212474,42.7
602739,137522,89
327213,725406,87
298400,274765,76.2
374687,149207,7
372804,182216,89
320462,593690,41.7
340577,437945,42.7
255659,669160,90
443471,164828,70
559850,164483,42.7
555418,135276,90
423324,527739,85
237747,123149,87.6
304995,664722,40
474916,376887,98.384
330880,215810,97
591617,255808,47
552585,175379,63
448039,392891,85
383116,410646,63
627789,285196,68.2
203762,69727,42.7
506719,300512,33.45
309210,539062,14
350852,191357,90
480239,240180,101
476080,274722,83.7
556265,101390,71
246364,203855,53.8
138626,645203,95
591187,157796,65.4
383508,81715,42.5
405307,515363,71
268467,200984,47.5
271029,654123,74.82
609155,259261,42.7
186610,890010,80
555045,143530,78
428168,363001,83
194591,40662,43.7
235891,622932,83
440710,1173405,99
434587,393966,42.7
482466,134385,53
638114,307761,87
427846,164545,55
423129,557711,76
388442,632504,98
475386,142659,80
318385,177034,63
247713,248429,88.35
344019,530892,63.5
551200,298625,42.7
225949,65568,90
471355,145251,37.48
357094,365506,75
458830,92854,42.7
537314,132432,95
368266,335736,52.4
329921,714152,80
258236,105439,91
330057,479573,98
299208,508759,83.7
556387,169556,42
487429,187883,72.33
405038,278807,47
415174,287306,42.7
436878,373961,83
345348,744337,73.6
289866,594076,47
342080,108241,70
290399,191500,43
375673,257800,35
592749,153150,53.6
603572,329339,63.9
449076,463505,99
509043,322134,90
351723,228217,82
268473,669179,87.5
284944,98739,72
435491,426735,85
400095,98224,98
464625,360799,82
363286,342871,90
389971,376861,70
379861,638367,101
269313,91136,42.7
499453,313716,82
542025,322765,90
438732,83510,97
240966,620826,36
500529,245032,77
336882,123382,86
531497,168001,63
528000,395076,78
424923,337206,86.4
383998,252897,67
325343,661824,42.7
271994,197051,90
338427,306239,62
500030,389511,85.4
423226,209115,87.3
350359,751939,47
593381,315112,71
422856,187374,45
505897,252306,73
466943,497507,42.7
407699,140993,97.6
235158,210898,98
584884,301560,63
142886,30013,62.5
391549,221908,42
579914,113121,67
567489,309105,75
293355,99991,93
258079,876688,42.7
340418,135372,82.7
217842,883939,58.3
355953,263775,78.4
196354,51935,82
363079,143028,60
293937,757790,33
332715,667692,78.9
385149,368306,96
617001,165886,64.3
307882,192859,87
348767,393426,71
400016,303004,87
376754,104201,32
317474,376578,76.3
584953,239047,64.3
449591,273833,64.3
515630,435178,87.4
222387,103699,73.1
365679,189025,87
418157,261590,90
444690,427852,73.6
493051,252308,85
619399,279812,1
231231,55496,70
147054,870202,32.3
538591,194294,90
329987,858711,85
512171,176247,92
325612,557081,86
550663,122296,50
391279,141028,95.7
334725,334433,95
339304,198648,90
258370,964813,90
384519,199305,42.7
368742,298396,83.7
181836,887817,78
195685,215593,86
424814,405302,82.7
314040,521065,42.7
350305,264142,34
342340,304693,73.6
250560,357080,79.68
326336,254963,79.86
369823,279399,43
276073,369510,73
332698,103868,78
426356,512088,88.2
303324,508721,43
78530,854123,43
584558,343940,83
242896,71953,42.7
403298,289066,58.3
348014,400532,43.7
415689,200892,74.8
371963,830251,42.7
335083,344857,61.7
253730,138903,75.9
367722,260817,87
406146,229113,43
459082,521967,80
521533,339193,80
480685,275775,42.7
380221,265085,82
597675,261565,65.2
359416,802908,83
367540,829448,99
336190,812786,40
275486,307867,85
514905,287830,45.6
272486,678153,78
426711,533770,92
428946,456426,82
423014,425975,82.2345
451960,252972,45.6
185407,233471,90
393047,807904,87.45
218441,249589,71
441753,543580,60
629273,143393,43.7
362725,95141,92
225845,87810,80
314066,136632,73.6
569949,160747,86
558527,301598,42.7
228928,246236,83
394532,523673,22.98
440604,424336,42.7
426652,1151119,7
274147,747000,63
466655,479399,43.7
169000,38613,91
422548,271288,61.7
146294,768255,92
377458,384236,54
444964,1187974,84
606456,124826,97
389276,273839,43.7
504801,226982,97
597365,317254,58.3
451757,479643,49
414725,594647,97
544940,117684,92
472839,310170,42.7
555685,263088,64
573608,176538,74
413590,416072,75.1
443212,358291,56.3
471979,102429,43.7
387133,489266,84.7
381372,329869,90
347784,122080,32
417821,551687,79.48
319098,640458,96
270304,866566,67
629474,140437,78
617258,333392,83
328028,712367,7
446233,372163,57.4
361962,396631,38.3
387764,87108,87
304406,97183,43.7
376528,354564,50
391089,338863,56
536285,174237,63
453997,105787,94
500836,178957,90
477210,331096,42.7
632855,167547,48
369560,379500,85.7
422299,420366,87
458753,345363,63.2
220895,553662,58.3
261560,366334,87
350072,313843,14
329064,546464,64
539252,120964,85
231224,97211,35
455209,93266,85
361153,292013,87
370965,221350,95
342327,525365,98
410747,309027,82.7
548519,167454,42.7
482776,136743,83
308979,307096,48.38
395097,320966,87.3
435595,363490,37.6
349930,442890,90
594234,247898,42.7
422882,425748,97.8
482088,381510,53.8
234422,608771,83.7
261011,670161,77
247989,263665,27.6
377985,275394,73
337766,413952,42.7
430559,189229,95
455467,378208,98
434259,433256,95
333303,303467,79.84
382491,272573,42.7
416374,419364,74
383990,422281,89.4
369204,271493,89
297964,809558,42.7
286956,93484,98
231489,67314,47
443429,243623,81.7
373261,131002,42.7
282872,695190,90
351988,268103,31
557445,313940,84
114123,938570,10
406352,231252,58.3
295203,253277,73
470106,233939,1.5
496625,138514,100
425359,372612,50
294892,197340,82.3
220890,648026,30
435677,336059,87
175808,33513,42.7
245586,670051,63
516050,432782,70
143422,851815,87.4
211585,57091,43
359123,359300,99
344623,390591,67
482185,502196,74
580126,152174,42.7
409043,283412,95.75625
365883,237743,42.7
475432,281395,50
269326,677535,90
360175,838494,42.7
467167,339283,98
381086,360476,78
350917,371668,58.3
142867,751117,72
552878,131017,100
351991,428421,94.5
403883,508983,42.7
367755,108208,42.7
347435,203301,93.7895
436475,570940,89
142447,932712,86
217622,648915,83.4
417198,332742,47
449539,129431,42.7
352699,854287,42.7
431402,470788,47
448380,129384,32
250583,897938,65
500258,188601,83
274573,265771,99
354034,91459,99
597025,224705,83
326659,794644,97
339462,359179,14
554115,288727,37
261723,662494,95.8
585759,234908,54
444896,253623,42.7
335737,862914,48
424683,421761,83.7
358064,405397,7
355907,111240,23
296180,668498,14
502549,123150,95
290856,67241,82
467803,354572,82
393218,391983,43
444097,117371,88.2
522609,258383,73
567567,136148,87.3
354132,429036,7
247638,685947,79
360424,215102,101
425098,374731,76
333785,360945,73.6
406722,241490,85
278915,274001,80
378727,238492,42.7
370704,160919,87
419039,563548,92
272792,100565,72
358158,187804,43
449979,89192,92.47
578490,306483,67
390035,161527,43.7
508061,364749,42.7
484121,222300,68
399106,241557,76
308408,85332,37.5
448523,91447,42.7
446283,459483,43
507938,220461,58
563666,163611,87
289114,302724,57.3
168319,29656,95
288303,682729,75
260926,189162,89
108010,886889,101
352085,999991,47.5
409604,552873,93.4
252122,366537,76
489610,460666,43
400651,347678,73
291456,205511,101
274854,881527,67
312775,87367,65
363897,505369,47.2
307398,170120,36.17
316267,668852,96
296629,229623,43.7
502783,279011,37.6783
391044,242578,57
429549,471750,97
244771,66739,85.7
506522,236570,63
482193,241492,82.5
395171,407363,78.2
384118,259156,87.29
247512,358625,97.7
248524,841409,36.2
416349,101918,84.7
371505,232937,65
330811,249666,42.7
457365,249209,47.3
435506,279094,80
305627,88717,27.6
465037,413370,78.2
371351,156473,42.7
139425,23237,88.2
